,time,tweets
190,17:38:06,[]
191,17:38:05,[]
192,17:38:04,[]
193,17:48:53,[]
194,17:48:59,[]
195,21:11:04,[]
196,21:11:07,[]
197,16:43:07,[]
198,21:11:08,[]
199,16:00:35,['I would like to see a breakdown of 2001 Lakers with a detail breakdown of the triangle\n']
200,16:00:36,[]
201,16:00:37,[]
202,16:00:30,[]
203,16:43:02,[]
204,16:00:32,[]
205,16:00:33,[]
206,16:00:38,[]
207,16:00:39,[]
208,20:02:40,[]
209,20:02:46,[]
210,20:02:49,[]
211,19:41:38,[]
212,19:56:35,[]
213,16:43:08,['New video by Lakers Nation: NBA Trade Rumors: Kawhi Leonard Wants To Join Lakers https:\\/\\/t.co\\/Ltj0ibsdmQ\n']
214,17:19:33,[]
215,17:19:30,[]
216,16:22:56,[]
217,20:03:23,[]
218,20:03:22,[]
219,16:22:52,[]
220,20:03:27,[]
221,16:22:51,[]
222,20:03:28,[]
223,19:45:16,[]
224,19:45:17,[]
225,19:45:14,[]
226,16:22:59,[]
227,21:10:38,[]
228,21:10:30,[]
229,21:10:35,[]
230,21:10:34,[]
231,16:28:59,[]
232,18:13:12,[]
233,18:13:13,[]
234,18:13:14,[]
235,18:13:15,[]
236,18:18:48,[]
237,18:18:49,[]
238,18:13:19,[]
239,18:18:45,[]
240,16:28:54,[]
241,18:18:43,[]
242,18:18:40,[]
243,16:28:57,[]
244,20:33:43,[]
245,19:56:39,[]
246,18:11:16,[]
247,17:49:55,[]
248,18:11:14,[]
249,18:11:12,[]
250,18:11:13,[]
251,18:11:10,[]
252,20:14:50,"['If you GM\\u2019d the Lakers and the Spurs wanted to give you Kawhi inna trade, who are you trading?\n']"
253,20:14:51,[]
254,20:14:52,[]
255,17:49:59,[]
256,18:11:18,[]
257,20:14:57,"['Nah I\\u2019m actually not with the whole idea of the Lakers trading to get Kawhi...especially if we have to give up Lonzo, Kuz, or BI. Let Kawhi play in SA next season and then we can pick him up as a free agent.\n']"
258,04:08:29,[]
259,20:16:53,"['Lakers by year:\\n\\nExpectation\\n2015: Love, Aldridge, LeBron\\n2016: KD, Whiteside, LeBron\\n2017: PG, Boogie, LeBron\\n2018: Kawhi, PG, LeBron\\n\\nReality\\n2015: Hibbert, Brandon Bass\\n2016: Mozgov, Deng, Brewer\\n2017: Brook Lopez, KCP\\n2018: LiAngelo Ball\n']"
260,20:17:55,[]
261,20:17:51,[]
262,20:17:53,[]
263,20:17:58,[]
264,18:36:29,[]
265,18:36:26,[]
266,18:36:21,[]
267,20:47:49,[]
268,20:47:48,[]
269,20:47:47,[]
270,20:47:44,[]
271,20:47:41,[]
272,17:16:29,[]
273,17:16:28,[]
274,17:16:27,[]
275,17:16:26,[]
276,17:16:21,[]
277,17:16:23,[]
278,17:16:22,"['The Lakers will for sure get Kawhi Leonard this summer just like how they got Kevin Durant, Carmelo Anthony, Dwight Howard, LaMarcus Aldridge, LeBron James, DeMarcus Cousins, DeMar DeRozan, and Chris Paul..\n']"
279,02:50:20,[]
280,20:45:45,[]
281,20:45:42,[]
282,20:45:49,[]
283,17:34:08,[]
284,17:34:07,[]
285,17:34:06,[]
286,17:34:05,[]
287,17:34:03,[]
288,21:06:14,[]
289,17:34:01,[]
290,19:21:22,[]
291,20:26:18,[]
292,20:26:15,[]
293,20:26:17,[]
294,20:26:11,[]
295,20:26:13,[]
296,03:51:50,[]
297,17:36:05,[]
298,17:36:04,[]
299,17:36:01,[]
300,21:10:26,[]
301,17:36:03,[]
302,17:36:02,[]
303,19:45:28,[]
304,17:36:09,[]
305,20:28:12,[]
306,20:28:11,[]
307,20:52:34,[]
308,20:52:35,[]
309,20:52:36,[]
310,20:52:37,[]
311,20:52:31,[]
312,20:52:33,[]
313,18:31:33,[]
314,19:39:48,[': ESPN LA Keyshawn Johnson Says Lakers Should Have Tanked For Joel Embiid Instead Of Kobe Contract: https:\\/\\/t.co\\/cGgry0uDoM\\u2026\n']
315,18:31:31,[]
316,18:31:36,[]
317,18:31:37,[]
318,19:39:40,[]
319,19:39:46,[]
320,19:39:47,[]
321,19:39:44,[]
322,19:39:45,[]
323,21:28:24,[': Rondo need to come play for the Lakers\n']
324,21:28:22,[]
325,21:28:21,[]
326,21:28:20,[]
327,16:31:56,[]
328,17:37:39,[]
329,19:17:38,[]
330,19:17:36,[]
331,17:37:31,[]
332,17:37:36,['Lakers News: Kobe Bryant Doesn\\u2019t Remember Purported Near-Fight With Rapper Master P https:\\/\\/t.co\\/mrnoLgzOFA https:\\/\\/t.co\\/3P6dN846w8\n']
333,19:17:31,[]
334,17:42:02,[]
335,17:42:00,['Maybe idk cuz the card is Lakers pau\n']
336,17:42:06,[]
337,17:42:04,[]
338,17:42:08,[]
339,17:42:09,[]
340,19:10:24,[]
341,19:10:26,[]
342,19:10:21,[]
343,19:10:23,[]
344,15:44:59,[]
345,15:44:58,[]
346,16:30:12,[]
347,16:30:17,[]
348,20:41:39,[]
349,15:44:53,[]
350,15:44:52,[]
351,15:44:55,[]
352,15:44:54,[]
353,15:44:57,[]
354,15:44:56,['Lakers\\u2019 Shoffner to play hoops for Bluffton https:\\/\\/t.co\\/GcVAWrz7lo\n']
355,20:55:49,[]
356,18:52:33,[]
357,18:52:34,[]
358,18:52:37,[]
359,20:55:40,[]
360,20:55:41,[]
361,20:55:42,[]
362,20:55:44,[]
363,20:55:46,[]
364,20:55:47,[]
365,16:36:16,[]
366,16:36:13,[]
367,16:36:11,"[""It's possible, but doubtful, I only see the Lakers getting two Stars. LBJ, Kawhi, and\\/or PG\n""]"
368,16:36:10,['They DO have the cap space to absorb a little more salary on the Lakers end so they prob can leverage not giving up another player like Kuz or Ingram but the Spurs deff not gonna get lowballed on Kawhi. \\n\\nThat\\u2019s the whole shebang in a nutshell basically \\ud83d\\ude02\\ud83d\\ude2d\n']
369,18:34:04,[]
370,18:28:31,[]
371,18:34:06,[]
372,18:34:00,[]
373,18:28:35,[]
374,18:28:36,[]
375,18:28:39,[]
376,02:19:37,[]
377,19:54:50,[]
378,19:54:52,[]
379,19:54:56,[]
380,19:54:57,[]
381,18:17:44,[]
382,18:14:28,[]
